folder_name,job_name,timestamp
BraTS2021_00005,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00012,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00030,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00031,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00033,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00043,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00046,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00047,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00059,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00061,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00068,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00077,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00079,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00084,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00085,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00089,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00090,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00096,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00097,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00100,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00103,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00119,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00128,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00130,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00132,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00134,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00136,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00139,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00140,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00143,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00144,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00146,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00147,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00148,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00153,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00159,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00163,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00185,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00186,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00187,batches/0jq6nn2beq34bdj18m95jbrw6saq5iyfb5nw,2026-06-01T13:14:12
BraTS2021_00194,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00195,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00203,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00210,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00213,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00217,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00220,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00229,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00231,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00236,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00240,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00241,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00243,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00253,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00259,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00266,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00273,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00274,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00280,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00281,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00284,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00294,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00297,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00300,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00306,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00313,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00314,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00317,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00318,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00327,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00332,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00334,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00337,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00339,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00341,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00347,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00352,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00366,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00369,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00375,batches/2817197bjuduqxrhy3u82xvn8rs2r3k693kt,2026-06-01T13:20:28
BraTS2021_00376,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00378,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00384,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00389,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00390,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00399,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00404,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00407,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00414,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00418,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00419,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00425,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00430,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00432,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00463,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00466,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00467,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00470,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00474,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00477,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00481,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00489,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00492,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00500,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00502,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00504,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00510,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
BraTS2021_00514,batches/hbsidkclpde4bfisjp1zdrucycmk5iqk078d,2026-06-01T14:02:14
