folder_name,job_name,timestamp
BraTS2021_00005,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00012,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00030,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00031,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00033,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00043,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00046,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00047,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00059,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00061,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00068,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00077,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00079,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00084,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00085,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00089,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00090,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00096,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00097,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00100,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00103,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00119,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00128,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00130,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00132,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00134,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00136,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00139,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00140,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00143,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00144,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00146,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00147,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00148,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00153,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00159,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00163,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00185,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00186,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00187,batch_6a1d6fdd48248190b29f7f1d6035a013,2026-06-01T16:45:53
BraTS2021_00194,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00195,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00203,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00210,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00213,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00217,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00220,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00229,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00231,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00236,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00240,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00241,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00243,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00253,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00259,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00266,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00273,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00274,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00280,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00281,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00284,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00294,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00297,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00300,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00306,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00313,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00314,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00317,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00318,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00327,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00332,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00334,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00337,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00339,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00341,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
BraTS2021_00347,batch_6a1d6fdfabe08190b8e52aea5bf40760,2026-06-01T16:50:30
